X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
615;272;0.4009399;0.394217;0.4009399;0.788434;510.6;0.1822569;False;12-11-2024 11:25:36:602;1731407136602;;
629;272;0.4100274;0.3942969;0.4458887;0.7962115;506.3;0.1956794;False;12-11-2024 11:25:36:820;1731407136820;;
981;272;0.6391977;0.3941645;0.8106904;0.7775776;501.7;0.1914024;False;12-11-2024 11:25:36:910;1731407136910;;
976;271;0.6357061;0.3923135;0.604677;0.732505;502.2;0.1226107;True;12-11-2024 11:25:36:977;1731407136977;;
986;269;0.6420277;0.3899769;0.6686476;0.712225;500.5;0.171719;False;12-11-2024 11:25:37:35;1731407137035;;
986;269;0.6420587;0.3896789;0.6423618;0.7416245;496.4;0.1663997;False;12-11-2024 11:25:37:91;1731407137091;;
948;269;0.617462;0.3903853;0.5158341;0.8044208;493.0;0.1752392;False;12-11-2024 11:25:37:147;1731407137147;;
937;269;0.6102959;0.3903599;0.5444525;0.7632284;491.3;0.1770416;False;12-11-2024 11:25:37:204;1731407137204;;
937;269;0.610157;0.390344;0.5742393;0.7670102;488.4;0.1826577;False;12-11-2024 11:25:37:249;1731407137249;;
919;269;0.5985862;0.3903188;0.51306;0.7758351;486.1;0.1944161;False;12-11-2024 11:25:37:295;1731407137295;;
909;269;0.5920008;0.3901907;0.5161515;0.7558187;484.0;0.1950007;False;12-11-2024 11:25:37:334;1731407137334;;
909;269;0.5918301;0.3899231;0.5546697;0.747812;482.4;0.173004;False;12-11-2024 11:25:37:378;1731407137378;;
922;266;0.6008602;0.3861825;0.64741;0.6769508;479.0;0.1825439;False;12-11-2024 11:25:37:421;1731407137421;;
922;266;0.600307;0.386145;0.5653726;0.7690824;477.6;0.1709334;False;12-11-2024 11:25:37:462;1731407137462;;
895;265;0.5829318;0.3847969;0.4827705;0.7030392;476.5;0.1711708;False;12-11-2024 11:25:37:503;1731407137503;;
840;265;0.5474421;0.3847681;0.4362841;0.7409333;476.4;0.1822473;False;12-11-2024 11:25:37:565;1731407137565;;
860;265;0.5599276;0.3846609;0.6184208;0.7553471;473.7;0.1745112;False;12-11-2024 11:25:37:611;1731407137611;;
896;265;0.5839648;0.3846229;0.6670697;0.7660755;473.3;0.1886065;False;12-11-2024 11:25:37:662;1731407137662;;
899;265;0.5856579;0.3845755;0.6088804;0.7586007;472.1;0.1822172;False;12-11-2024 11:25:37:703;1731407137703;;
899;265;0.5857084;0.3845429;0.5886836;0.7565651;471.0;0.1824828;False;12-11-2024 11:25:37:743;1731407137743;;
909;266;0.5919777;0.3854217;0.6432366;0.8066603;469.0;0.1669669;False;12-11-2024 11:25:37:785;1731407137785;;
909;266;0.5919962;0.3853303;0.5962653;0.753126;468.7;0.1662467;False;12-11-2024 11:25:37:832;1731407137832;;
910;266;0.5927146;0.3853622;0.6124684;0.7754139;468.5;0.1752924;False;12-11-2024 11:25:37:875;1731407137875;;
932;266;0.6073276;0.3853977;0.692303;0.777189;468.3;0.1751497;False;12-11-2024 11:25:37:913;1731407137913;;
902;267;0.5878155;0.3873911;0.5019591;0.8374832;468.1;0.1815934;False;12-11-2024 11:25:37:953;1731407137953;;
905;267;0.589214;0.3877499;0.6170171;0.8060297;468.4;0.1694748;False;12-11-2024 11:25:37:998;1731407137998;;
906;268;0.5901949;0.3880032;0.6171601;0.8060126;468.8;0.1696079;False;12-11-2024 11:25:38:36;1731407138036;;
930;267;0.605694;0.3867646;0.6892078;0.730386;469.7;0.1884629;False;12-11-2024 11:25:38:81;1731407138081;;
933;267;0.6074578;0.3870003;0.6433995;0.7973922;468.4;0.1649601;False;12-11-2024 11:25:38:127;1731407138127;;
905;267;0.589262;0.386567;0.5152059;0.7477396;467.9;0.174721;False;12-11-2024 11:25:38:175;1731407138175;;
903;266;0.5882981;0.3863777;0.5710042;0.7522706;467.5;0.1751511;False;12-11-2024 11:25:38:213;1731407138213;;
901;265;0.5871867;0.3845475;0.567101;0.705485;469.7;0.1616251;False;12-11-2024 11:25:38:254;1731407138254;;
901;265;0.5872161;0.3848003;0.5920483;0.7874172;468.5;0.1876628;False;12-11-2024 11:25:38:296;1731407138296;;
922;266;0.6004011;0.3850434;0.6807649;0.7911748;467.4;0.1883693;False;12-11-2024 11:25:38:333;1731407138333;;
964;266;0.6279779;0.384972;0.7377312;0.7563531;465.0;0.1701528;False;12-11-2024 11:25:38:372;1731407138372;;
930;265;0.6059545;0.3847692;0.511546;0.746137;463.6;0.1785105;False;12-11-2024 11:25:38:412;1731407138412;;
921;265;0.5997401;0.384713;0.5453849;0.7535299;462.3;0.1788865;False;12-11-2024 11:25:38:449;1731407138449;;
921;265;0.600072;0.3845064;0.6117812;0.7423168;462.1;0.1387195;False;12-11-2024 11:25:38:487;1731407138487;;
922;253;0.6002617;0.3665854;0.6097448;0.5435703;462.9;0.09189127;True;12-11-2024 11:25:38:527;1731407138527;;
921;252;0.6001115;0.3659604;0.5918899;0.6827623;463.6;0.0919788;True;12-11-2024 11:25:38:565;1731407138565;;
904;253;0.5889773;0.3662151;0.5182242;0.7471837;463.6;0.116759;True;12-11-2024 11:25:38:605;1731407138605;;
