X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
279;152;0.3508849;0.3901154;0.3508849;0.7802309;546.3;0.1641579;False;07-11-2024 11:11:29:408;1730974289408;;
278;152;0.349827;0.3913858;0.3269425;0.8333696;543.2;0.1658279;False;07-11-2024 11:11:29:502;1730974289502;;
268;151;0.3378187;0.3882654;0.2509615;0.6963679;538.5;0.1745567;False;07-11-2024 11:11:29:571;1730974289571;;
269;150;0.3383544;0.3854572;0.3487264;0.6823016;533.7;0.1889893;False;07-11-2024 11:11:29:638;1730974289638;;
284;150;0.3573972;0.3854015;0.4703178;0.7575506;531.3;0.105154;True;07-11-2024 11:11:29:686;1730974289686;;
325;150;0.4093479;0.3853521;0.6036123;0.7408265;532.8;0.1186501;True;07-11-2024 11:11:29:730;1730974289730;;
332;149;0.4177216;0.3844346;0.5022367;0.697562;533.6;0.1765084;False;07-11-2024 11:11:29:774;1730974289774;;
348;149;0.4380723;0.3840381;0.5665702;0.7110984;530.3;0.1672589;False;07-11-2024 11:11:29:823;1730974289823;;
355;148;0.4467261;0.3801719;0.5408429;0.6282322;529.3;0.1910487;False;07-11-2024 11:11:29:872;1730974289872;;
355;148;0.4468105;0.3799889;0.4789516;0.7388883;529.7;0.1841167;False;07-11-2024 11:11:29:914;1730974289914;;
352;148;0.4425065;0.3800603;0.3899252;0.7661139;528.8;0.1731304;False;07-11-2024 11:11:29:949;1730974289949;;
340;148;0.4281849;0.3800334;0.3221871;0.7567748;527.5;0.17727;False;07-11-2024 11:11:29:986;1730974289986;;
317;148;0.3990282;0.3799759;0.2425564;0.7464659;527.6;0.1760867;False;07-11-2024 11:11:30:24;1730974290024;;
316;148;0.3979578;0.3801931;0.3640947;0.7810452;530.7;0.1776761;False;07-11-2024 11:11:30:57;1730974290057;;
313;148;0.3944441;0.3801893;0.3330057;0.7595073;531.1;0.1682846;False;07-11-2024 11:11:30:93;1730974290093;;
313;148;0.3941526;0.3802682;0.370004;0.7724109;532.4;0.1673582;False;07-11-2024 11:11:30:130;1730974290130;;
325;148;0.409017;0.3801925;0.5225328;0.7361098;529.0;0.1696905;False;07-11-2024 11:11:30:166;1730974290166;;
335;146;0.4210179;0.3764365;0.5269794;0.6222427;526.3;0.1760139;False;07-11-2024 11:11:30:203;1730974290203;;
348;137;0.437237;0.3513851;0.5307138;0.467999;527.3;0.1764424;False;07-11-2024 11:11:30:285;1730974290285;;
348;134;0.4375176;0.3444083;0.4709552;0.4995322;527.5;0.1698324;False;07-11-2024 11:11:30:329;1730974290329;;
349;134;0.4391785;0.3437965;0.4955467;0.5825652;527.5;0.1644465;False;07-11-2024 11:11:30:367;1730974290367;;
350;134;0.4397402;0.3435948;0.4839713;0.6132234;524.1;0.161357;False;07-11-2024 11:11:30:405;1730974290405;;
350;133;0.4401838;0.3434342;0.4839836;0.6132069;521.0;0.1613264;False;07-11-2024 11:11:30:443;1730974290443;;
361;133;0.4536309;0.3432571;0.5831466;0.6161205;519.8;0.1636233;False;07-11-2024 11:11:30:480;1730974290480;;
366;134;0.461014;0.3449841;0.5711025;0.7466988;518.0;0.1503176;False;07-11-2024 11:11:30:514;1730974290514;;
368;134;0.4623573;0.3448179;0.5297651;0.6722482;519.8;0.1585666;False;07-11-2024 11:11:30:553;1730974290553;;
368;134;0.4627455;0.3449827;0.503649;0.7015427;520.1;0.1678194;False;07-11-2024 11:11:30:590;1730974290590;;
368;134;0.4631951;0.3458803;0.4984347;0.736891;519.6;0.1807797;False;07-11-2024 11:11:30:628;1730974290628;;
342;132;0.4297114;0.3408689;0.2755667;0.5266016;517.4;0.1746135;False;07-11-2024 11:11:30:664;1730974290664;;
316;132;0.3972282;0.3386168;0.2458679;0.5610841;515.4;0.1700891;False;07-11-2024 11:11:30:702;1730974290702;;
294;130;0.3700691;0.3355383;0.2252552;0.5315278;511.7;0.1747095;False;07-11-2024 11:11:30:739;1730974290739;;
279;128;0.3514912;0.3302672;0.2288967;0.4831415;513.8;0.1596147;False;07-11-2024 11:11:30:778;1730974290778;;
269;128;0.3382877;0.3298635;0.2286056;0.5659571;513.4;0.1637923;False;07-11-2024 11:11:30:815;1730974290815;;
267;128;0.3359097;0.3297748;0.2858072;0.5768571;510.2;0.1736163;False;07-11-2024 11:11:30:857;1730974290857;;
268;127;0.3366861;0.3270196;0.3583811;0.5033073;510.2;0.1615868;False;07-11-2024 11:11:30:894;1730974290894;;
267;127;0.3358134;0.3265717;0.301748;0.604674;509.1;0.1665926;False;07-11-2024 11:11:30:931;1730974290931;;
262;127;0.3299361;0.3260221;0.2472787;0.5493422;508.8;0.1610041;False;07-11-2024 11:11:30:968;1730974290968;;
262;126;0.3298352;0.3256163;0.3202368;0.6146198;506.9;0.1621431;False;07-11-2024 11:11:31:6;1730974291006;;
264;125;0.3321198;0.3230099;0.3727873;0.4986566;505.3;0.1697831;False;07-11-2024 11:11:31:41;1730974291041;;
259;125;0.325931;0.3229028;0.2443883;0.5580766;505.8;0.1637566;False;07-11-2024 11:11:31:79;1730974291079;;
251;125;0.3159358;0.3220429;0.2124447;0.5315217;505.7;0.1573627;False;07-11-2024 11:11:31:120;1730974291120;;
251;125;0.3157623;0.3210011;0.3053517;0.5202135;504.3;0.1529484;False;07-11-2024 11:11:31:158;1730974291158;;
257;124;0.3235405;0.3183923;0.3909987;0.4876882;506.8;0.1539972;False;07-11-2024 11:11:31:206;1730974291206;;
257;124;0.3237793;0.3182124;0.3354304;0.5421287;506.6;0.1644475;False;07-11-2024 11:11:31:244;1730974291244;;
