X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
194;123;0.2444176;0.3171512;0.2444176;0.6343024;430.8;0.1764071;False;10-11-2024 21:46:35:169;1731271595169;;
420;133;0.527778;0.3435106;0.6656241;0.8079126;424.2;0.1521038;False;10-11-2024 21:46:39:347;1731271599347;;
421;134;0.5294024;0.3440157;0.660936;0.8154562;418.3;0.1521436;False;10-11-2024 21:46:39:392;1731271599392;;
421;134;0.5299619;0.3449085;0.5341418;0.7572708;418.5;0.1566594;False;10-11-2024 21:46:39:439;1731271599439;;
422;134;0.5302688;0.3453441;0.5330111;0.7774694;418.6;0.1566406;False;10-11-2024 21:46:39:489;1731271599489;;
424;131;0.5337868;0.3362224;0.6334927;0.5434949;427.5;0.2595732;False;10-11-2024 21:46:39:537;1731271599537;;
426;129;0.5359128;0.3310957;0.6337277;0.5432975;435.5;0.2601639;False;10-11-2024 21:46:39:573;1731271599573;;
428;128;0.5381746;0.3290791;0.6374735;0.5849482;442.7;0.2591946;False;10-11-2024 21:46:39:614;1731271599614;;
422;128;0.5313035;0.3290928;0.4866033;0.6769559;444.4;0.1926975;False;10-11-2024 21:46:39:662;1731271599662;;
422;128;0.5311784;0.329448;0.5287415;0.7089149;446.0;0.1919667;False;10-11-2024 21:46:39:694;1731271599694;;
426;128;0.5358088;0.3291346;0.6311313;0.6308253;440.1;0.1831207;False;10-11-2024 21:46:39:730;1731271599730;;
429;128;0.5392372;0.3288958;0.6311085;0.6307032;434.9;0.1831947;False;10-11-2024 21:46:39:763;1731271599763;;
433;127;0.544039;0.3269966;0.6359237;0.5818068;430.2;0.1827177;False;10-11-2024 21:46:39:818;1731271599818;;
433;130;0.5443171;0.3336919;0.6099997;0.8223637;427.5;0.1905978;False;10-11-2024 21:46:39:857;1731271599857;;
433;132;0.5445402;0.3385922;0.6100574;0.8223723;425.1;0.1905022;False;10-11-2024 21:46:39:894;1731271599894;;
437;135;0.5494739;0.3468193;0.6527806;0.8788714;421.1;0.1942797;False;10-11-2024 21:46:39:937;1731271599937;;
440;137;0.5538078;0.3522541;0.6529201;0.8600801;417.5;0.1939802;False;10-11-2024 21:46:39:987;1731271599987;;
441;137;0.5546815;0.3524437;0.6122745;0.7581285;418.2;0.1626013;False;10-11-2024 21:46:40:33;1731271600033;;
442;136;0.5555868;0.3495096;0.603627;0.6178954;418.9;0.1625195;False;10-11-2024 21:46:40:72;1731271600072;;
442;136;0.556111;0.3495706;0.6087525;0.7306567;419.5;0.1625589;False;10-11-2024 21:46:40:109;1731271600109;;
452;132;0.5689483;0.3406944;0.696767;0.5370943;418.3;0.1881769;False;10-11-2024 21:46:40:163;1731271600163;;
490;132;0.6167461;0.3396477;0.839098;0.6197535;417.2;0.1900412;False;10-11-2024 21:46:40:206;1731271600206;;
528;132;0.6642264;0.3409994;0.8860639;0.7501529;426.5;0.1886964;False;10-11-2024 21:46:40:248;1731271600248;;
552;133;0.6935248;0.3417764;0.885761;0.7442105;434.9;0.1890002;False;10-11-2024 21:46:40:284;1731271600284;;
554;131;0.6968496;0.3374072;0.7859061;0.5607359;437.3;0.2002473;False;10-11-2024 21:46:40:331;1731271600331;;
562;129;0.7068728;0.3318133;0.8434178;0.5050702;439.5;0.2012726;False;10-11-2024 21:46:40:364;1731271600364;;
567;127;0.7123618;0.3258668;0.8295572;0.4771537;441.4;0.201117;False;10-11-2024 21:46:40:397;1731271600397;;
568;126;0.7142703;0.3238122;0.8060727;0.534039;444.2;0.2069354;False;10-11-2024 21:46:40:435;1731271600435;;
569;125;0.715259;0.3208015;0.7983876;0.5146521;446.8;0.2062657;False;10-11-2024 21:46:40:483;1731271600483;;
567;119;0.7130996;0.305986;0.6901051;0.3394711;442.0;0.2015354;False;10-11-2024 21:46:40:519;1731271600519;;
568;117;0.7137066;0.302419;0.7300024;0.4358611;437.7;0.2019517;False;10-11-2024 21:46:40:554;1731271600554;;
568;116;0.7141142;0.2981946;0.7263623;0.4096568;433.9;0.2018888;False;10-11-2024 21:46:40:587;1731271600587;;
558;115;0.7018893;0.297165;0.6275131;0.4711363;433.4;0.195314;False;10-11-2024 21:46:40:640;1731271600640;;
554;115;0.6968291;0.2967947;0.6347215;0.510943;433.0;0.1972268;False;10-11-2024 21:46:40:675;1731271600675;;
551;115;0.6931251;0.2962803;0.636256;0.5350743;432.6;0.1968747;False;10-11-2024 21:46:40:709;1731271600709;;
548;114;0.6885286;0.2928252;0.6269526;0.4222058;428.9;0.22027;False;10-11-2024 21:46:40:753;1731271600753;;
543;114;0.682814;0.2923107;0.6144278;0.505421;425.5;0.2167972;False;10-11-2024 21:46:40:805;1731271600805;;
536;110;0.6736958;0.2841533;0.5745454;0.3444379;423.7;0.216504;False;10-11-2024 21:46:40:847;1731271600847;;
531;108;0.6670944;0.2781917;0.574353;0.3444523;422.1;0.2163042;False;10-11-2024 21:46:40:885;1731271600885;;
533;100;0.6704513;0.2589168;0.7069149;0.2212711;420.0;0.208908;False;10-11-2024 21:46:40:938;1731271600938;;
533;98;0.6705695;0.2522821;0.6745828;0.2832256;418.1;0.2071412;False;10-11-2024 21:46:40:987;1731271600987;;
533;97;0.6697425;0.2512003;0.6356491;0.3947366;415.8;0.2063726;False;10-11-2024 21:46:41:36;1731271601036;;
532;97;0.6688915;0.2499329;0.6294053;0.3361183;413.8;0.2055427;False;10-11-2024 21:46:41:75;1731271601075;;
532;97;0.6685353;0.249127;0.6359394;0.3947224;411.9;0.206522;False;10-11-2024 21:46:41:112;1731271601112;;
530;96;0.6665344;0.2482918;0.6133091;0.396703;411.1;0.2130053;False;10-11-2024 21:46:41:161;1731271601161;;
506;100;0.6358607;0.2583395;0.4528419;0.6698703;410.4;0.2157908;False;10-11-2024 21:46:41:196;1731271601196;;
500;101;0.6282213;0.2590696;0.5254092;0.5451278;412.4;0.2195861;False;10-11-2024 21:46:41:233;1731271601233;;
492;101;0.6191203;0.2607743;0.5007927;0.5821962;414.3;0.2204591;False;10-11-2024 21:46:41:267;1731271601267;;
492;101;0.6188488;0.2613732;0.6130645;0.5494773;416.0;0.2181126;False;10-11-2024 21:46:41:317;1731271601317;;
