X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
351;110;0.4415062;0.2835894;0.4415062;0.5671788;612.5;0.1967176;False;11-11-2024 13:33:27:788;1731328407788;;
370;110;0.4660049;0.2842999;0.5457566;0.5988658;609.7;0.2295759;False;11-11-2024 13:33:28:10;1731328408010;;
371;112;0.4666604;0.2885966;0.5104063;0.6784935;607.5;0.223963;False;11-11-2024 13:33:28:103;1731328408103;;
371;114;0.4670616;0.2939781;0.4915122;0.7429022;604.2;0.2100696;False;11-11-2024 13:33:28:151;1731328408151;;
374;116;0.4704224;0.2986335;0.5444924;0.758266;604.4;0.2193004;False;11-11-2024 13:33:28:194;1731328408194;;
381;118;0.4792077;0.3029833;0.591745;0.7780084;601.1;0.2291932;False;11-11-2024 13:33:28:232;1731328408232;;
381;118;0.4792057;0.3047436;0.4791627;0.7459295;597.4;0.2082604;False;11-11-2024 13:33:28:270;1731328408270;;
379;119;0.4773422;0.3068189;0.4499829;0.7599775;594.9;0.2141141;False;11-11-2024 13:33:28:311;1731328408311;;
380;120;0.4775067;0.3080806;0.4949008;0.7514824;594.0;0.2075848;False;11-11-2024 13:33:28:351;1731328408351;;
380;120;0.4775946;0.3087729;0.4981748;0.743589;593.3;0.2073515;False;11-11-2024 13:33:28:391;1731328408391;;
380;120;0.4777341;0.309437;0.4888196;0.6606435;594.6;0.2066075;False;11-11-2024 13:33:28:430;1731328408430;;
380;121;0.4778157;0.3107018;0.5020486;0.7524697;591.5;0.2070376;False;11-11-2024 13:33:28:470;1731328408470;;
380;121;0.4785405;0.3112424;0.5180638;0.6580675;590.0;0.2217108;False;11-11-2024 13:33:28:507;1731328408507;;
374;121;0.4706924;0.3117202;0.3994007;0.6665419;591.2;0.2240053;False;11-11-2024 13:33:28:550;1731328408550;;
360;121;0.4522746;0.3120252;0.3295076;0.6761504;589.7;0.210279;False;11-11-2024 13:33:28:590;1731328408590;;
341;121;0.4294539;0.3120405;0.2988899;0.62485;592.4;0.2089601;False;11-11-2024 13:33:28:637;1731328408637;;
338;121;0.4257061;0.3122388;0.3625241;0.6566319;592.7;0.2262539;False;11-11-2024 13:33:28:682;1731328408682;;
337;122;0.4238165;0.3131123;0.3694196;0.7146887;594.8;0.2139412;False;11-11-2024 13:33:28:720;1731328408720;;
329;122;0.4142986;0.3137561;0.3079138;0.712645;593.7;0.2202366;False;11-11-2024 13:33:28:760;1731328408760;;
321;123;0.4034047;0.3160607;0.2879542;0.7596642;593.0;0.2091376;False;11-11-2024 13:33:28:801;1731328408801;;
311;123;0.3909593;0.316361;0.26506;0.6606997;592.3;0.2152279;False;11-11-2024 13:33:28:842;1731328408842;;
301;123;0.3788913;0.3162991;0.2482983;0.6287354;591.2;0.2240202;False;11-11-2024 13:33:28:882;1731328408882;;
300;123;0.3781388;0.3164473;0.3488058;0.6912699;589.7;0.2225785;False;11-11-2024 13:33:28:920;1731328408920;;
300;123;0.3775186;0.3163581;0.3535861;0.6263673;589.6;0.2050437;False;11-11-2024 13:33:28:960;1731328408960;;
