X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
416;152;0.5231142;0.3902656;0.5231142;0.7805311;377.1;0.1875173;False;11-11-2024 14:14:30:437;1731330870437;;
658;212;0.4290204;0.2987285;0.5286909;0.7708078;376.7;0.1949851;False;11-11-2024 14:14:30:713;1731330870713;;
658;220;0.429032;0.3193917;0.4347398;0.7716359;375.1;0.1633598;False;11-11-2024 14:14:30:820;1731330870820;;
658;224;0.4285311;0.3255863;0.4186057;0.7779673;375.5;0.1757925;False;11-11-2024 14:14:30:893;1731330870893;;
657;226;0.4279359;0.3274644;0.4141518;0.7587433;375.6;0.1777427;False;11-11-2024 14:14:30:956;1731330870956;;
656;227;0.4276572;0.3288108;0.4158548;0.7611857;375.5;0.173506;False;11-11-2024 14:14:31:10;1731330871010;;
656;228;0.4272813;0.3300996;0.4128467;0.7649948;375.5;0.1784798;False;11-11-2024 14:14:31:68;1731330871068;;
656;229;0.4276056;0.3320828;0.4356488;0.7787521;375.9;0.1688284;False;11-11-2024 14:14:31:126;1731330871126;;
662;230;0.4312046;0.333696;0.4653058;0.7814625;374.7;0.1738227;False;11-11-2024 14:14:31:184;1731330871184;;
664;231;0.4326867;0.3345898;0.4591223;0.7789258;374.2;0.1795862;False;11-11-2024 14:14:31:235;1731330871235;;
665;231;0.4334655;0.3356563;0.4546396;0.7829427;373.4;0.1745472;False;11-11-2024 14:14:31:296;1731330871296;;
676;232;0.4401191;0.3369078;0.4929718;0.7898215;373.5;0.1794082;False;11-11-2024 14:14:31:355;1731330871355;;
684;233;0.4456904;0.3379836;0.4981832;0.7920293;372.9;0.1791264;False;11-11-2024 14:14:31:415;1731330871415;;
693;233;0.4517991;0.338286;0.5023312;0.7774701;372.4;0.1769609;False;11-11-2024 14:14:31:508;1731330871508;;
700;234;0.4560968;0.3399993;0.5107486;0.8026417;371.3;0.1820672;False;11-11-2024 14:14:31:570;1731330871570;;
722;235;0.4701586;0.3408589;0.5551918;0.7986413;371.4;0.1867353;False;11-11-2024 14:14:31:625;1731330871625;;
730;235;0.4758231;0.3414869;0.5400248;0.7981621;369.7;0.1812274;False;11-11-2024 14:14:31:684;1731330871684;;
734;236;0.4781575;0.3416066;0.5321635;0.7932072;369.3;0.1795777;False;11-11-2024 14:14:31:742;1731330871742;;
737;236;0.4803986;0.3416532;0.5334991;0.7917913;367.5;0.1788073;False;11-11-2024 14:14:31:818;1731330871818;;
740;236;0.4817832;0.3423674;0.5328578;0.8004044;366.4;0.1716932;False;11-11-2024 14:14:31:894;1731330871894;;
742;237;0.4831274;0.3435819;0.5027346;0.7723655;364.8;0.1372217;False;11-11-2024 14:14:31:959;1731330871959;;
743;237;0.4839516;0.3442792;0.5080637;0.7979731;362.7;0.1591857;False;11-11-2024 14:14:32:25;1731330872025;;
744;238;0.4845103;0.3447853;0.50895;0.7977995;362.2;0.1656423;False;11-11-2024 14:14:32:95;1731330872095;;
745;238;0.485081;0.3457163;0.5044146;0.8050944;363.0;0.170182;False;11-11-2024 14:14:32:166;1731330872166;;
745;238;0.485035;0.3458315;0.4844843;0.7980154;362.6;0.1722883;False;11-11-2024 14:14:32:241;1731330872241;;
745;239;0.4851639;0.3465673;0.4883153;0.7849526;363.8;0.1681363;False;11-11-2024 14:14:32:307;1731330872307;;
744;239;0.4846202;0.3472731;0.4758364;0.7805293;365.2;0.1668451;False;11-11-2024 14:14:32:370;1731330872370;;
743;240;0.4842876;0.34737;0.4770001;0.7887175;366.8;0.1693481;False;11-11-2024 14:14:32:442;1731330872442;;
743;240;0.4842441;0.3480368;0.4816137;0.776823;367.4;0.1662789;False;11-11-2024 14:14:32:507;1731330872507;;
750;240;0.4885086;0.3485371;0.525615;0.7763748;368.5;0.1718022;False;11-11-2024 14:14:32:575;1731330872575;;
749;241;0.4880179;0.3493146;0.4788134;0.7648623;368.8;0.1691809;False;11-11-2024 14:14:32:641;1731330872641;;
746;241;0.486232;0.3497386;0.4647779;0.7846648;368.2;0.1743639;False;11-11-2024 14:14:32:714;1731330872714;;
741;241;0.4830685;0.3501567;0.4508494;0.771511;368.2;0.1693975;False;11-11-2024 14:14:32:784;1731330872784;;
735;242;0.4787696;0.3502665;0.4366592;0.7792088;368.6;0.1791382;False;11-11-2024 14:14:32:849;1731330872849;;
733;242;0.4776109;0.3509115;0.4502947;0.7875006;369.1;0.1751049;False;11-11-2024 14:14:32:933;1731330872933;;
717;243;0.4669904;0.3516663;0.3995665;0.7259975;368.8;0.1671342;False;11-11-2024 14:14:32:994;1731330872994;;
658;243;0.4285767;0.3522135;0.3135481;0.7311724;368.5;0.1665768;False;11-11-2024 14:14:33:53;1731330873053;;
643;243;0.4192229;0.3525667;0.3542629;0.7403391;369.0;0.1690227;False;11-11-2024 14:14:33:114;1731330873114;;
625;243;0.4072036;0.3527111;0.3341521;0.7468588;369.2;0.1671799;False;11-11-2024 14:14:33:179;1731330873179;;
616;243;0.4016751;0.352998;0.3404001;0.7296671;369.5;0.1704385;False;11-11-2024 14:14:33:236;1731330873236;;
607;244;0.3957187;0.3532286;0.332317;0.7237445;369.0;0.1757204;False;11-11-2024 14:14:33:299;1731330873299;;
606;244;0.3949148;0.3535297;0.3641042;0.7480536;369.2;0.1708858;False;11-11-2024 14:14:33:389;1731330873389;;
605;244;0.3944701;0.3537408;0.3871646;0.7516868;369.6;0.1665047;False;11-11-2024 14:14:33:435;1731330873435;;
605;244;0.3939279;0.3537905;0.3602641;0.7460371;371.0;0.1769907;False;11-11-2024 14:14:33:503;1731330873503;;
604;244;0.3937221;0.3544476;0.3904644;0.7660608;370.9;0.1781281;False;11-11-2024 14:14:33:556;1731330873556;;
643;245;0.4191748;0.3553554;0.501018;0.7758251;371.4;0.1752201;False;11-11-2024 14:14:33:607;1731330873607;;
647;245;0.4214452;0.3555804;0.4447403;0.764285;371.0;0.1758075;False;11-11-2024 14:14:33:658;1731330873658;;
672;245;0.4380168;0.3559134;0.5107151;0.769134;371.5;0.1777662;False;11-11-2024 14:14:33:708;1731330873708;;
673;245;0.4382977;0.3559519;0.4478462;0.7598392;370.9;0.1845838;False;11-11-2024 14:14:33:765;1731330873765;;
