X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
378;123;0.4751292;0.316434;0.4751292;0.6328681;601.0;0.1878642;False;10-11-2024 21:55:09:689;1731272109689;;
368;118;0.4635563;0.3050089;0.4008027;0.4838731;595.6;0.1759242;False;10-11-2024 21:55:09:842;1731272109842;;
374;118;0.4708441;0.3050075;0.5264482;0.6099393;593.0;0.1987917;False;10-11-2024 21:55:09:909;1731272109909;;
377;117;0.4739831;0.3018327;0.5162702;0.4929637;595.4;0.1875672;False;10-11-2024 21:55:09:972;1731272109972;;
379;117;0.4764192;0.3017109;0.5226729;0.5939265;597.5;0.188588;False;10-11-2024 21:55:10:23;1731272110023;;
370;117;0.4656162;0.3008659;0.3688596;0.5175046;596.0;0.2135298;False;10-11-2024 21:55:10:59;1731272110059;;
362;116;0.455284;0.2998184;0.3510005;0.5021584;594.8;0.213628;False;10-11-2024 21:55:10:92;1731272110092;;
354;118;0.4454356;0.3041677;0.3418365;0.7206713;590.5;0.1986821;False;10-11-2024 21:55:10:126;1731272110126;;
354;120;0.4459595;0.3102248;0.4597864;0.7426245;586.7;0.1989269;False;10-11-2024 21:55:10:176;1731272110176;;
354;122;0.4459404;0.3130421;0.4386529;0.728295;584.8;0.1873077;False;10-11-2024 21:55:10:217;1731272110217;;
355;122;0.4460314;0.3130655;0.4526064;0.644467;583.1;0.1873141;False;10-11-2024 21:55:10:249;1731272110249;;
355;122;0.4460228;0.3149784;0.4384647;0.7281694;581.6;0.1872701;False;10-11-2024 21:55:10:284;1731272110284;;
354;124;0.4448536;0.3183117;0.414152;0.7416555;581.0;0.1884458;False;10-11-2024 21:55:10:352;1731272110352;;
352;125;0.4430147;0.3218874;0.3923807;0.7899309;580.5;0.1858648;False;10-11-2024 21:55:10:388;1731272110388;;
358;125;0.4504215;0.3230144;0.5173644;0.7413418;577.7;0.1917769;False;10-11-2024 21:55:10:438;1731272110438;;
361;126;0.454545;0.3242587;0.5169856;0.759315;575.2;0.1915763;False;10-11-2024 21:55:10:474;1731272110474;;
361;126;0.4544989;0.3246625;0.4507186;0.6842162;574.8;0.1873541;False;10-11-2024 21:55:10:531;1731272110531;;
347;126;0.4362637;0.3248688;0.305185;0.6762407;574.5;0.1876298;False;10-11-2024 21:55:10:566;1731272110566;;
347;127;0.4366599;0.3281669;0.4528756;0.7962505;576.9;0.1936703;False;10-11-2024 21:55:10:608;1731272110608;;
688;151;0.4481135;0.2134497;0.5922008;0.5976238;579.0;0.1844143;False;10-11-2024 21:55:10:731;1731272110731;;
721;151;0.4694335;0.2195669;0.5196545;0.445871;583.8;0.1644377;False;10-11-2024 21:55:10:807;1731272110807;;
674;181;0.4394511;0.2630628;0.3224008;0.7874864;587.8;0.1733039;False;10-11-2024 21:55:10:859;1731272110859;;
656;198;0.4274132;0.2870465;0.3409264;0.7823644;591.3;0.1733923;False;10-11-2024 21:55:10:909;1731272110909;;
655;211;0.4266208;0.3063438;0.4136901;0.802857;589.8;0.1690126;False;10-11-2024 21:55:10:960;1731272110960;;
